fuelType,rating,location.city,location.country,location.state,owner.id,rate.daily,vehicle.make,vehicle.model,vehicle.type,vehicle.year
GASOLINE,5,Colorado Springs,US,CO,10889285,50,Toyota,Sienna,minivan,2011
GASOLINE,5,Colorado Springs,US,CO,10889285,54,Ford,F-150,truck,2010
GASOLINE,5,Peyton,US,CO,7028241,74,BMW,X5,suv,2012
GASOLINE,5,Monument,US,CO,8391623,249,Chevrolet,Corvette,car,2008
GASOLINE,5,Colorado Springs,US,CO,15033739,70,Toyota,Tacoma,truck,2020
GASOLINE,5,Colorado Springs,US,CO,10889285,34,Toyota,Camry Hybrid,car,2009
GASOLINE,4,Colorado Springs,US,CO,7491315,90,Toyota,4Runner,suv,2015
GASOLINE,,Colorado Springs,US,CO,15803569,175,Lexus,LC 500,car,2018
GASOLINE,,Colorado Springs,US,CO,10139778,49,Nissan,Murano,suv,2015
GASOLINE,5,Colorado Springs,US,CO,253544,95,BMW,5 Series,car,2011
GASOLINE,4.9,Denver,US,CO,543152,95,Chevrolet,Suburban,suv,2011
GASOLINE,4.95,Denver,US,CO,543152,95,Chevrolet,Suburban,suv,2012
GASOLINE,4.98,Denver,US,CO,543152,120,Chevrolet,Suburban,suv,2009
GASOLINE,5,Colorado Springs,US,CO,11357093,45,Kia,Sorento,suv,2011
GASOLINE,5,Denver,US,CO,543152,75,Chevrolet,Tahoe,suv,2011
GASOLINE,5,Colorado Springs,US,CO,14469072,39,Acura,TL,car,2011
GASOLINE,4.88,Denver,US,CO,543152,75,Ford,Mustang,car,2007
GASOLINE,4.81,Denver,US,CO,543152,75,Chevrolet,Tahoe,suv,2011
GASOLINE,4.89,Colorado Springs,US,CO,5997134,80,GMC,Yukon XL,suv,2014
GASOLINE,,Monument,US,CO,15248243,1485,Ford,Mustang,car,2020
GASOLINE,5,Colorado Springs,US,CO,10070271,35,Kia,Optima,car,2011
GASOLINE,4.94,Colorado Springs,US,CO,10380258,36,Ford,Fusion,car,2013
GASOLINE,4.96,Denver,US,CO,543152,73,GMC,Yukon,suv,2005
GASOLINE,4.83,Colorado Springs,US,CO,13056047,39,Kia,Optima,car,2015
GASOLINE,4.97,Denver,US,CO,543152,55,Chevrolet,TrailBlazer,suv,2009
GASOLINE,4.82,Colorado Springs,US,CO,5997134,57,Jeep,Grand Cherokee,suv,2008
GASOLINE,5,Monument,US,CO,6754509,75,Jeep,Wrangler,suv,2017
GASOLINE,4.89,Aurora,US,CO,5290965,50,Hyundai,Tucson,suv,2019
GASOLINE,4.91,Aurora,US,CO,5290965,45,Hyundai,Elantra,car,2018
GASOLINE,5,Colorado Springs,US,CO,6963668,41,Honda,Ridgeline,truck,2006
GASOLINE,,Corpus Christi,US,TX,14690366,110,FIAT,124 Convertible 2000,car,1979
GASOLINE,,Corpus Christi,US,TX,15786248,30,Mitsubishi,Mirage,car,2015
GASOLINE,5,Burlington,US,KY,1234398,40,Volkswagen,Jetta,car,2013
GASOLINE,5,Burlington,US,KY,1234398,65,Ford,Flex,car,2017
GASOLINE,4.96,Fort Mitchell,US,KY,2704097,79,Ford,Mustang,car,2010
GASOLINE,4.97,Cincinnati,US,OH,10421637,76,Mercedes-Benz,CLA-Class,car,2017
GASOLINE,5,Cincinnati,US,OH,15117327,59,Honda,Civic Sedan,car,2019
GASOLINE,5,Florence,US,KY,8004030,42,Buick,LaCrosse,car,2014
DIESEL,5,Mason,US,OH,1012840,90,Ram,3500,truck,2018
GASOLINE,5,Cincinnati,US,OH,3062393,150,Dodge,Charger,car,2020
GASOLINE,5,Cincinnati,US,OH,15601222,37,Kia,Optima,car,2018
GASOLINE,5,Florence,US,KY,8004030,30,Ford,Focus,car,2014
GASOLINE,5,Fairfield,US,OH,11048083,74,Ford,Mustang,car,2016
GASOLINE,4.73,Mason,US,OH,3990019,32,Honda,Accord,car,2012
GASOLINE,5,Cincinnati,US,OH,4781411,45,Ford,Fusion,car,2014
ELECTRIC,4.67,Cincinnati,US,OH,7888875,225,Chevrolet,Bolt EV,car,2017
GASOLINE,5,Hebron,US,KY,3784430,46,Volkswagen,Passat,car,2014
GASOLINE,,Fairfield,US,OH,11048083,40,Jeep,Renegade,suv,2017
GASOLINE,5,Mason,US,OH,3990019,38,Lexus,RX 350,suv,2008
GASOLINE,4.84,Fairfield,US,OH,11048083,32,Chevrolet,Sonic,car,2017
GASOLINE,5,New Smyrna Beach,US,FL,9870875,59,Chevrolet,Camaro,car,2015
GASOLINE,5,Port Orange,US,FL,15390598,60,Mercedes-Benz,C-Class,car,2015
GASOLINE,5,Holly Hill,US,FL,6305145,56,Nissan,Armada,suv,2014
GASOLINE,5,New Smyrna Beach,US,FL,9870875,64,Jeep,Wrangler,suv,2014
GASOLINE,4.89,Port Orange,US,FL,3758468,52,Audi,A3,car,2015
GASOLINE,5,New Smyrna Beach,US,FL,9870875,34,Nissan,Altima,car,2014
GASOLINE,5,Port Orange,US,FL,3758468,37,Chevrolet,Colorado,truck,2018
GASOLINE,4.95,Port Orange,US,FL,3758468,30,Chevrolet,Sonic,car,2018
GASOLINE,5,New Smyrna Beach,US,FL,9870875,33,Chevrolet,Cruze,car,2013
GASOLINE,4.97,Port Orange,US,FL,3758468,29,Chevrolet,Spark,car,2019
GASOLINE,5,Winter Garden,US,FL,14815241,51,Jeep,Renegade,suv,2019
GASOLINE,5,Winter Garden,US,FL,14815241,41,Chevrolet,Equinox,suv,2020
GASOLINE,5,Winter Garden,US,FL,14815241,41,Chevrolet,Equinox,suv,2020
GASOLINE,5,Dallas,US,TX,6318784,42,Acura,RDX,suv,2010
GASOLINE,4.81,Dallas,US,TX,1582843,35,Nissan,Versa,car,2017
GASOLINE,4.9,Dallas,US,TX,1582843,42,Hyundai,Elantra,car,2017
GASOLINE,4.97,Dallas,US,TX,1582843,42,Kia,Forte,car,2016
GASOLINE,4.83,Dallas,US,TX,1582843,40,Toyota,Corolla,car,2017
GASOLINE,5,Rowlett,US,TX,3224803,38,Volkswagen,Passat,car,2017
GASOLINE,4.89,Dallas,US,TX,1582843,40,Ford,Fiesta,car,2016
GASOLINE,4.78,Dallas,US,TX,1582843,38,Nissan,Versa,car,2017
GASOLINE,4.85,Dallas,US,TX,1582843,40,Ford,Fiesta,car,2016
GASOLINE,4.99,Dallas,US,TX,5494464,79,Jeep,Wrangler,suv,2018
GASOLINE,5,Rowlett,US,TX,14442226,54,Jeep,Grand Cherokee,suv,2014
GASOLINE,4.17,DFW Airport,US,TX,10091194,85,Audi,A6,car,2019
GASOLINE,,Dallas,US,TX,7230130,68,Chevrolet,Blazer,suv,2019
GASOLINE,5,Dallas,US,TX,6049737,145,Porsche,Macan,suv,2015
GASOLINE,5,Plano,US,TX,2135384,79,Porsche,Boxster,car,1980
GASOLINE,4.77,Dallas,US,TX,5494464,79,Jeep,Wrangler Unlimited,suv,2020
GASOLINE,5,Dallas,US,TX,5494464,79,Jeep,Gladiator,truck,2020
GASOLINE,5,Dallas,US,TX,5494464,49,Infiniti,Q60 Coupe,car,2015
GASOLINE,,Dallas,US,TX,792702,58,Audi,A4,car,2018
GASOLINE,4.93,Dallas,US,TX,5494464,69,Toyota,FJ Cruiser,suv,2012
GASOLINE,,Frisco,US,TX,1387898,199,BMW,M6,car,2016
GASOLINE,,Dallas,US,TX,15340626,45,Honda,CR-V,suv,2012
GASOLINE,4,Forney,US,TX,14776924,59,Chrysler,Pacifica,minivan,2019
GASOLINE,5,Dallas,US,TX,1798930,62,Ford,F-150,truck,2019
GASOLINE,5,Dallas,US,TX,5494464,79,BMW,3 Series,car,2013
GASOLINE,4.95,Dallas,US,TX,5494464,69,BMW,3 Series,car,2013
GASOLINE,4.95,Dallas,US,TX,8489353,38,Honda,Accord,car,2014
GASOLINE,5,Dallas,US,TX,5855067,210,Maserati,Levante,suv,2018
GASOLINE,5,Dallas,US,TX,5494464,70,Toyota,Tundra,truck,2019
GASOLINE,5,Dallas,US,TX,5494464,59,Mercedes-Benz,GLK-Class,suv,2013
GASOLINE,,Dallas,US,TX,14457543,64,Jeep,Grand Cherokee,suv,2015
GASOLINE,5,Dallas,US,TX,5494464,159,Toyota,Supra,car,2020
GASOLINE,5,Dallas,US,TX,8845805,55,Lexus,NX,suv,2020
GASOLINE,4.95,Dallas,US,TX,506196,55,Toyota,Sienna,minivan,2016
GASOLINE,,Plano,US,TX,711074,25,Toyota,Yaris,car,2008
GASOLINE,5,Dallas,US,TX,14689335,32,Chevrolet,Malibu,car,2016
GASOLINE,,Troy,US,OH,15530845,56,Chevrolet,Camaro,car,2012
GASOLINE,,Dayton,US,OH,15629643,60,Ford,Mustang,car,2014
GASOLINE,4.81,Arlington,US,VA,3276160,118,Maserati,Ghibli,car,2014
GASOLINE,4.6,Arlington,US,VA,3276160,55,Mercedes-Benz,GL-Class,suv,2011
GASOLINE,4.65,Arlington,US,VA,3276160,49,Audi,A4,car,2015
GASOLINE,5,Fort Washington,US,MD,15252590,99,Mercedes-Benz,S-Class,car,2016
GASOLINE,4.78,Arlington,US,VA,3276160,116,Porsche,Cayenne,suv,2011
GASOLINE,4.37,Arlington,US,VA,3276160,49,Audi,A4,car,2013
GASOLINE,5,Arlington,US,VA,11835475,124,Porsche,Boxster,car,2013
GASOLINE,4.41,Arlington,US,VA,3276160,118,BMW,6 Series,car,2014
ELECTRIC,5,Fort Washington,US,MD,5495663,200,Tesla,Model S,car,2018
GASOLINE,5,Arlington,US,VA,11835475,140,Land Rover,Range Rover,suv,2017
GASOLINE,,Washington,US,DC,15803376,64,BMW,X1,suv,2017
ELECTRIC,4.88,Hyattsville,US,MD,3658429,199,Tesla,Model S,car,2017
GASOLINE,,Fairfax,US,VA,1311978,61,Chevrolet,Camaro,car,2016
ELECTRIC,5,Hyattsville,US,MD,3658429,329,Tesla,Model S,car,2016
HYBRID,5,Washington,US,DC,3742820,310,BMW,i8,car,2015
GASOLINE,4.94,Washington,US,DC,10684731,82,Mercedes-Benz,GLC-Class,suv,2018
GASOLINE,4.8,Alexandria,US,VA,508232,70,BMW,3 Series,car,2017
GASOLINE,5,Waldorf,US,MD,15211599,98,Land Rover,Range Rover Sport,suv,2015
GASOLINE,5,Arlington,US,VA,10728061,125,Mercedes-Benz,C-Class,car,2017
HYBRID,5,Arlington,US,VA,11835475,54,Ford,Fusion Energi,car,2016
GASOLINE,5,Annandale,US,VA,15375135,45,BMW,3 Series,car,2018
GASOLINE,5,Fairfax,US,VA,7641399,56,Honda,Odyssey,minivan,2015
GASOLINE,5,Alexandria,US,VA,11599884,36,Mercury,Mariner,suv,2010
ELECTRIC,4.6,Arlington,US,VA,8324137,105,Tesla,Model 3,car,2019
GASOLINE,5,Hyattsville,US,MD,11138191,300,Mercedes-Benz,G-Class,suv,2017
ELECTRIC,5,Arlington,US,VA,8324137,100,Tesla,Model 3,car,2019
GASOLINE,5,Fort Washington,US,MD,5495663,278,Land Rover,Range Rover Sport,suv,2015
GASOLINE,5,Alexandria,US,VA,8160693,143,Jeep,Wrangler,suv,2015
GASOLINE,,Fairfax,US,VA,7641399,34,Nissan,Altima,car,2016
GASOLINE,4.55,Washington,US,DC,3632124,45,Nissan,Rogue,suv,2011
GASOLINE,4,Clinton,US,MD,10942942,50,Chevrolet,Malibu,car,2015
GASOLINE,5,Fairfax,US,VA,7641399,40,Acura,ILX,car,2017
GASOLINE,,Fairfax,US,VA,7641399,41,Ford,Escape,suv,2016
GASOLINE,5,Washington,US,DC,3632124,50,Nissan,Altima,car,2017
GASOLINE,4.82,Washington,US,DC,3632124,45,Kia,Soul,car,2016
GASOLINE,4.95,Washington,US,DC,11331832,98,Mercedes-benz,C-Class,car,2019
GASOLINE,5,Fairfax,US,VA,7641399,32,Volkswagen,Jetta,car,2014
GASOLINE,5,Fairfax,US,VA,7641399,34,Mazda,3,car,2014
GASOLINE,4.88,Fairfax,US,VA,7641399,32,Hyundai,Elantra,car,2015
GASOLINE,5,Fairfax,US,VA,7641399,32,Nissan,Sentra,car,2016
GASOLINE,5,Fairfax,US,VA,7641399,32,Ford,Focus,car,2015
GASOLINE,5,Washington,US,DC,8051196,250,Porsche,Cayman,car,2016
GASOLINE,4.93,Vienna,US,VA,2587169,59,Volkswagen,Jetta,car,2019
GASOLINE,4.67,Alexandria,US,VA,11200709,32,Mazda,3,car,2011
HYBRID,4.64,West Springfield,US,VA,1350938,329,BMW,i8,car,2015
GASOLINE,4.9,Washington,US,DC,3632124,45,Hyundai,Elantra,car,2018
GASOLINE,5,Fairfax,US,VA,7641399,32,Hyundai,Elantra,car,2015
GASOLINE,5,Fairfax,US,VA,7641399,31,Kia,Forte,car,2015
GASOLINE,5,Fairfax,US,VA,7641399,30,Ford,Fiesta,car,2014
GASOLINE,5,Fairfax,US,VA,7641399,30,Toyota,Corolla,car,2018
GASOLINE,5,Arlington,US,VA,334173,179,BMW,M4,car,2016
GASOLINE,5,Arlington,US,VA,15641562,32,Chevrolet,Spark,car,2015
GASOLINE,5,Falls Church,US,VA,1869655,80,Subaru,Impreza,car,2011
HYBRID,5,Washington,US,DC,2730787,49,Chevrolet,Volt,car,2014
GASOLINE,5,Woodbridge,US,VA,13251172,46,Honda,Accord Sedan,car,2019
GASOLINE,,Bethesda,US,MD,1202055,159,Audi,S6,car,2016
GASOLINE,,Alexandria,US,VA,3047832,69,Audi,A6,car,2016
GASOLINE,4.96,Alexandria,US,VA,2402157,36,Ford,Explorer Sport Trac,truck,2007
GASOLINE,5,Falls Church,US,VA,14775761,28,Nissan,Rogue,suv,2014
GASOLINE,5,Alexandria,US,VA,8359553,37,Nissan,Versa Note,car,2017
GASOLINE,,Tysonâ€™s,US,VA,2457793,750,Mercedes-Benz,C-Class,car,2017
GASOLINE,,Arlington,US,VA,8001615,50,Volkswagen,Jetta,car,2017
GASOLINE,,Alexandria,US,VA,8359553,49,Hyundai,Elantra,car,2018
GASOLINE,3,Annandale,US,VA,15641562,30,Chevrolet,Spark,car,2013
GASOLINE,5,Denver,US,CO,6821053,45,Subaru,Legacy,car,2018
ELECTRIC,5,Denver,US,CO,8689016,149,Tesla,Model X,suv,2019
DIESEL,4.91,Denver,US,CO,8689016,90,Mercedes-Benz,GL-Class,suv,2015
ELECTRIC,5,Denver,US,CO,8689016,109,Tesla,Model 3,car,2018
ELECTRIC,4.97,Denver,US,CO,8689016,109,Tesla,Model 3,car,2019
GASOLINE,4.92,Aurora,US,CO,30050,45,Subaru,Outback,suv,2014
ELECTRIC,4.96,Denver,US,CO,8689016,159,Tesla,Model X,suv,2019
ELECTRIC,5,Denver,US,CO,8689016,159,Tesla,Model X,suv,2020
GASOLINE,5,Denver ,US,CO,5420642,74,Dodge,Challenger,car,2017
ELECTRIC,4.73,Denver,US,CO,8689016,109,Tesla,Model 3,car,2020
HYBRID,5,Denver,US,CO,835786,43,Chevrolet,Volt,car,2016
GASOLINE,5,Commerce City,US,CO,10369583,60,Nissan,Maxima,car,2017
GASOLINE,5,Denver,US,CO,6740893,74,Toyota,4Runner,suv,2019
ELECTRIC,4.97,Littleton,US,CO,10558004,155,Tesla,Model X,suv,2019
GASOLINE,5,Broomfield,US,CO,10209043,101,GMC,Yukon XL,suv,2017
ELECTRIC,5,Denver,US,CO,3971140,147,Tesla,Model X,suv,2016
GASOLINE,4.91,Denver ,US,CO,5420642,69,Mercedes-Benz,GLA-Class,suv,2016
GASOLINE,4.89,Denver,US,CO,6851915,54,Toyota,FJ Cruiser,suv,2008
GASOLINE,4.68,Lakewood,US,CO,2245310,48,Toyota,4Runner,suv,2005
,4.85,Lakewood,US,CO,2245310,50,Toyota,4Runner,suv,2006
GASOLINE,4.82,Lakewood,US,CO,2245310,47,Toyota,4Runner,suv,2005
GASOLINE,4.9,Lakewood,US,CO,4057191,60,Hyundai,Santa Fe Sport,suv,2018
ELECTRIC,5,Highlands Ranch,US,CO,10558004,140,Tesla,Model X,suv,2020
GASOLINE,4.93,Commerce City,US,CO,2318184,55,Jeep,Renegade,suv,2017
GASOLINE,5,Commerce City,US,CO,10369583,118,Jaguar,XJ,car,2013
GASOLINE,4.96,Lakewood,US,CO,2245310,49,Toyota,4Runner,suv,2005
GASOLINE,4.83,Commerce City,US,CO,2318184,55,Nissan,Pathfinder,suv,2012
GASOLINE,4.88,Commerce City,US,CO,2318184,45,Toyota,RAV4,suv,2010
GASOLINE,4.96,Denver,US,CO,835786,40,FIAT,500,car,2012
DIESEL,5,Commerce City,US,CO,8685806,75,Mercedes-Benz,M-Class,suv,2012
GASOLINE,5,Denver ,US,CO,5765543,47,Nissan,Pathfinder,suv,2011
GASOLINE,4.98,Lakewood,US,CO,4057191,60,Ford,F-150,truck,2008
GASOLINE,4.73,Lakewood,US,CO,2245310,40,Toyota,Sienna,minivan,2006
GASOLINE,4.94,Denver ,US,CO,5765543,50,Nissan,Pathfinder,suv,2012
GASOLINE,4.93,Lakewood,US,CO,4057191,60,Subaru,Forester,suv,2017
GASOLINE,5,Aurora,US,CO,4913195,65,BMW,5 Series,car,2012
GASOLINE,4.68,Lakewood,US,CO,2245310,40,Toyota,Sienna,minivan,2005
GASOLINE,4.83,Lakewood,US,CO,4057191,50,Subaru,Forester,suv,2014
GASOLINE,4.67,Aurora,US,CO,4913195,75,Jeep,Wrangler Unlimited,suv,2020
GASOLINE,4.95,Denver ,US,CO,5420642,61,BMW,5 Series,car,2011
GASOLINE,4.61,Loveland,US,CO,3856661,79,Chevrolet,Express,van,2010
GASOLINE,5,Commerce City,US,CO,2318184,52,Subaru,Forester,suv,2014
GASOLINE,4.67,Lakewood,US,CO,2245310,40,Toyota,Sienna,minivan,2007
GASOLINE,4.8,Commerce City,US,CO,2318184,62,Subaru,Legacy,car,2008
GASOLINE,4.89,Denver,US,CO,13620611,75,Ford,F-150,truck,2014
GASOLINE,4.9,Commerce City,US,CO,2318184,60,Toyota,4Runner,suv,2009
GASOLINE,4.92,Commerce City,US,CO,2318184,55,Nissan,Pathfinder,suv,2014
GASOLINE,4.93,Commerce City,US,CO,2318184,55,Nissan,Pathfinder,suv,2012
GASOLINE,5,WheatRidge,US,CO,10374464,68,Subaru,Outback,suv,2017
GASOLINE,4.53,Lakewood,US,CO,2245310,42,Toyota,Sienna,minivan,2006
GASOLINE,4.8,Lakewood,US,CO,2245310,52,Toyota,FJ Cruiser,suv,2008
GASOLINE,4.97,Commerce City,US,CO,2318184,55,Nissan,Frontier,truck,2019
ELECTRIC,5,Louisville,US,CO,12784424,135,Tesla,Model X,suv,2020
GASOLINE,4.62,Lakewood,US,CO,2245310,49,Toyota,Sienna,minivan,2012
GASOLINE,4.64,Lakewood,US,CO,2245310,55,Toyota,Sienna,minivan,2012
GASOLINE,4.85,Aurora,US,CO,8433821,70,GMC,Acadia,suv,2014
GASOLINE,4.82,Commerce City,US,CO,2318184,45,Toyota,RAV4,suv,2006
GASOLINE,4.87,Lakewood,US,CO,2245310,49,Toyota,4Runner,suv,2008
GASOLINE,4.81,Denver,US,CO,2299459,35,Honda,Civic,car,2016
ELECTRIC,5,Denver,US,CO,8388004,96,Tesla,Model 3,car,2018
GASOLINE,4.94,Lakewood,US,CO,2245310,55,Toyota,Tacoma,truck,2016
GASOLINE,4.6,Thornton,US,CO,11641674,115,Cadillac,Escalade,suv,2015
GASOLINE,4.64,Lakewood,US,CO,2245310,45,Toyota,4Runner,suv,2005
GASOLINE,4.82,Commerce City,US,CO,2318184,50,Toyota,RAV4,suv,2013
GASOLINE,5,Brighton,US,CO,10318818,89,INFINITI,QX60,suv,2018
GASOLINE,4.77,Lakewood,US,CO,2245310,48,Toyota,Sienna,minivan,2011
GASOLINE,4.6,Lakewood,US,CO,2245310,50,Toyota,4Runner,suv,2008
GASOLINE,4.89,Denver ,US,CO,5765543,49,Nissan,Xterra,suv,2010
GASOLINE,4.57,Lakewood,US,CO,2245310,45,Toyota,Sienna,minivan,2006
GASOLINE,4.83,Commerce City,US,CO,2318184,50,Nissan,Xterra,suv,2012
HYBRID,5,Aurora,US,CO,4913195,46,Toyota,Prius,car,2014
GASOLINE,4.91,Commerce City,US,CO,2318184,50,Nissan,Xterra,suv,2011
GASOLINE,5,Aurora,US,CO,9571373,75,Toyota,Tacoma,truck,2019
HYBRID,4.95,denver ,US,CO,5420642,51,Toyota,Prius,car,2008
GASOLINE,4.95,Commerce City,US,CO,2318184,45,Toyota,RAV4,suv,2010
GASOLINE,,Denver,US,CO,13620611,215,Mercedes-Benz,S-Class,car,2017
GASOLINE,4.85,Commerce City,US,CO,2318184,55,Jeep,Renegade,suv,2017
,4.64,Lakewood,US,CO,2245310,49,Toyota,Tacoma,truck,2004
ELECTRIC,5,Aurora,US,CO,10657724,145,Tesla,Model X,suv,2020
GASOLINE,4.71,Lakewood,US,CO,2245310,50,Toyota,FJ Cruiser,suv,2007
GASOLINE,4.93,Commerce City,US,CO,2318184,45,Nissan,Xterra,suv,2008
GASOLINE,4.83,Commerce City,US,CO,2318184,55,Subaru,Forester,suv,2013
GASOLINE,5,Denver,US,CO,8482745,55,Subaru,Forester,suv,2014
GASOLINE,4.92,Aurora,US,CO,4913195,75,Lexus,RX 350,suv,2016
GASOLINE,4.89,Commerce City,US,CO,2318184,50,Nissan,Xterra,suv,2010
GASOLINE,5,Denver,US,CO,13620611,85,Mercedes-Benz,C-Class,car,2015
GASOLINE,4.63,Lakewood,US,CO,2245310,47,Toyota,Sienna,minivan,2007
GASOLINE,5,Commerce City,US,CO,2318184,60,GMC,Terrain,suv,2020
GASOLINE,4.98,Thornton,US,CO,10008266,70,Toyota,Tacoma,truck,2019
GASOLINE,5,Denver ,US,CO,5420642,52,FIAT,500,car,2013
GASOLINE,4.78,Lakewood,US,CO,2245310,50,Toyota,4Runner,suv,2005
GASOLINE,4.84,Aurora,US,CO,1723655,54,BMW,X3,suv,2008
GASOLINE,5,Denver,US,CO,10477314,79,Nissan,Armada,suv,2017
GASOLINE,,Denver,US,CO,8482745,48,Honda,Pilot,suv,2008
GASOLINE,4.87,Lakewood,US,CO,4057191,50,Toyota,RAV4,suv,2011
ELECTRIC,5,Littleton,US,CO,10558004,130,Tesla,Model 3,car,2019
GASOLINE,4.84,Lakewood,US,CO,4057191,60,Toyota,Sienna,minivan,2007
GASOLINE,5,Arvada,US,CO,11355666,149,Cadillac,Escalade ESV,suv,2018
ELECTRIC,4.97,Aurora,US,CO,3971140,105,Tesla,Model 3,car,2018
GASOLINE,4.8,Loveland,US,CO,3856661,97,Dodge,Grand Caravan,minivan,2017
ELECTRIC,5,Longmont,US,CO,1575980,122,Tesla,Model 3,car,2018
GASOLINE,5,Denver,US,CO,13620611,139,Ford,F-150,truck,2019
GASOLINE,4.63,Denver,US,CO,11053010,90,Toyota,Highlander,suv,2011
ELECTRIC,4.93,Boulder,US,CO,3971140,145,Tesla,Model X,suv,2018
,4.77,Lakewood,US,CO,2245310,50,Toyota,Tacoma,truck,2004
GASOLINE,4.62,Loveland,US,CO,5570744,59,Ford,Escape,suv,2012
GASOLINE,4.86,Denver,US,CO,8482745,38,Nissan,Sentra,car,2014
GASOLINE,,Loveland,US,CO,3856661,79,Honda,CR-V,suv,2016
GASOLINE,4.9,Aurora,US,CO,4670126,77,Nissan,Frontier,truck,2008
GASOLINE,5,Denver,US,CO,10120701,129,Porsche,Cayenne,suv,2015
GASOLINE,4.72,Lakewood,US,CO,4057191,60,Toyota,Sienna,minivan,2008
GASOLINE,5,Denver,US,CO,8482745,51,Mazda,CX-5,suv,2016
GASOLINE,4.89,Aurora,US,CO,4913195,55,Toyota,Venza,car,2011
GASOLINE,5,Denver,US,CO,8482745,65,Nissan,Pathfinder,suv,2016
ELECTRIC,5,Littleton,US,CO,10571559,105,Tesla,Model 3,car,2018
,5,Denver,US,CO,9554539,135,Tesla,Model 3,car,2019
GASOLINE,4.92,Denver,US,CO,6440710,53,Acura,MDX,suv,2011
ELECTRIC,5,Denver,US,CO,3983880,79,Tesla,Model 3,car,2020
GASOLINE,4.94,Denver,US,CO,8482745,51,Honda,CR-V,suv,2010
GASOLINE,,Loveland,US,CO,3856661,99,Chevrolet,Express,van,2010
DIESEL,4.98,Lone Tree,US,CO,558427,80,BMW,X3,suv,2015
GASOLINE,4.94,Superior,US,CO,716455,150,BMW,7 Series,car,2014
GASOLINE,5,Broomfield,US,CO,15106788,110,BMW,X6,suv,2019
GASOLINE,4.95,Denver,US,CO,1313558,200,Chevrolet,Corvette,car,2017
GASOLINE,5,Denver,US,CO,8482745,50,Mitsubishi,Outlander Sport,suv,2014
GASOLINE,5,Loveland,US,CO,3856661,85,Dodge,Grand Caravan,minivan,2019
GASOLINE,4.89,Denver,US,CO,509664,175,Bentley,Continental GT,car,2006
GASOLINE,5,Aurora,US,CO,14606467,69,Ford,Explorer,suv,2015
GASOLINE,4.59,Loveland,US,CO,3856661,99,Chevrolet,Express,van,2010
GASOLINE,4.91,Aurora,US,CO,4913195,75,Toyota,Tacoma,truck,2020
GASOLINE,4.82,Lakewood,US,CO,4057191,60,Toyota,RAV4,suv,2010
GASOLINE,4.97,Denver,US,CO,4993959,85,Toyota,4Runner,suv,2016
GASOLINE,5,Loveland,US,CO,3856661,74,Dodge,Grand Caravan,minivan,2011
GASOLINE,4.94,Denver,US,CO,8482745,48,Honda,Accord,car,2011
GASOLINE,4.97,Denver,US,CO,8744139,64,Chevrolet,Camaro,car,2011
GASOLINE,4.75,Denver,US,CO,11053010,65,Toyota,Camry,car,2015
GASOLINE,4.93,Denver,US,CO,1536463,90,Toyota,4Runner,suv,2011
GASOLINE,4.77,Lone Tree,US,CO,558427,68,Audi,A6,car,2009
GASOLINE,,Denver,US,CO,10477314,115,Audi,A5,car,2015
GASOLINE,4.94,Denver,US,CO,8036862,160,Chevrolet,Corvette Stingray,car,2014
GASOLINE,5,Loveland,US,CO,5570744,108,Dodge,Grand Caravan,minivan,2018
GASOLINE,4.91,Denver,US,CO,8232362,72,Toyota,Highlander,suv,2018
GASOLINE,4.97,Denver,US,CO,8482745,55,Nissan,Rogue,suv,2016
GASOLINE,4.86,Arvada,US,CO,11355666,139,GMC,Yukon XL,suv,2018
GASOLINE,4.96,Lakewood,US,CO,3010808,84,Mercedes-Benz,GL-Class,suv,2013
GASOLINE,4.84,Loveland,US,CO,3856661,69,Ford,Fusion,car,2011
GASOLINE,4.81,Littleton,US,CO,7011026,102,Nissan,Pathfinder,suv,2017
GASOLINE,5,Arvada,US,CO,2165613,71,BMW,Z4,car,2013
GASOLINE,4.5,Loveland,US,CO,3856661,99,Mercedes-Benz,E-Class,car,2011
GASOLINE,4.9,Denver,US,CO,4832217,149,Porsche,Macan,suv,2017
ELECTRIC,5,Broomfield,US,CO,2379219,149,Tesla,Model 3,car,2019
GASOLINE,4.67,Northglenn,US,CO,10301195,60,Acura,MDX,suv,2012
GASOLINE,5,Aurora,US,CO,11053010,50,Toyota,Yaris,car,2008
GASOLINE,5,Denver,US,CO,11053010,51,Toyota,Yaris,car,2015
GASOLINE,5,Arvada,US,CO,8904470,80,Chevrolet,Suburban,suv,2018
GASOLINE,4.81,Loveland,US,CO,5570744,67,Honda,CR-V,suv,2007
GASOLINE,4.67,Denver,US,CO,11822421,200,GMC,Yukon XL,suv,2015
ELECTRIC,4.98,Boulder,US,CO,1419065,119,Tesla,Model 3,car,2018
GASOLINE,4.75,Loveland,US,CO,5570744,125,Chevrolet,Express,van,2011
GASOLINE,5,Arvada,US,CO,8904470,75,Chevrolet,Suburban,suv,2018
GASOLINE,2,Loveland,US,CO,3856661,101,BMW,4 Series,car,2015
GASOLINE,5,Denver,US,CO,9554539,70,Audi,Q7,suv,2012
ELECTRIC,5,Boulder,US,CO,5707398,199,Tesla,Model X,suv,2017
GASOLINE,4.88,Lone Tree,US,CO,558427,62,Kia,Optima,car,2017
ELECTRIC,5,Fort Collins,US,CO,3971140,246,Tesla,Model S,car,2017
